AF3,AF4,Fp1,Fp2,AF7,AF8
4.453985898,5.14653299,20.18661207,24.11623979,14.70098374,18.51911188
3.336557777,4.975489954,17.60064931,12.62291163,18.54633359,22.23674042
3.215602343,4.298017834,17.11656776,15.84948318,16.45369873,22.49765102
4.021340001,3.752825757,15.58177124,12.10964596,20.07283772,17.36736784
3.414487017,3.471090452,25.51111909,19.72816993,22.07835536,19.92893106
