AF3,AF4,Fp1,Fp2,AF7,AF8
1.448984402429036,1.8180483795773799,6.384732977243803,4.570059080005787,6.54226017890701,8.479178026321522
2.2261127911540166,2.482567948552132,5.548028463133436,5.64006056951366,9.271744507730736,12.633301764878617
2.1919098671720185,4.816957296259859,4.948810042978065,4.828371035353034,9.637337460961215,12.518738707199313
1.5514419111235485,2.322355154026502,4.872442303677776,4.704760863936663,7.531918779385692,9.69080471741278
1.1926961386984603,1.8257756644817185,4.5412309515768765,2.807002647984484,5.949193317113796,8.731255425296697
